scenario_id,scenario,section,purpose,order,id,legacy_ids,pos,gender,pt,en,zh_hans,zh_hant,example_pt,example_en,example_zh_hans,example_zh_hant,note
seguranca_social,Segurança Social,vocabulario,,,az-0695,situacao-o-niss,noun,m,o NISS,social security number (NISS),社会保障号码（NISS）,社會保障號碼（NISS）,,,,,Needed to work legally and for benefits
seguranca_social,Segurança Social,vocabulario,,,az-0696,situacao-pedir-o-niss,,,pedir o NISS,to apply for a NISS,申请社保号,申請社保號,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0697,situacao-a-seguranca-social-direta,noun,f,a Segurança Social Direta,the Social Security online portal,社保线上平台,社保線上平台,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0698,situacao-os-descontos,noun,m-pl,os descontos,(social security) contributions,社保供款（扣缴）,社保供款（扣繳）,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0699,situacao-o-trabalhador-por-conta-de-outrem,noun,m,o trabalhador por conta de outrem,employee (salaried worker),受雇员工,受僱員工,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0700,situacao-o-trabalhador-independente,noun,m,o trabalhador independente,self-employed worker,自雇人士,自僱人士,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0439,situacao-os-recibos-verdes,noun,m-pl,os recibos verdes,'green receipts' (freelance invoicing),綠色收据（自雇开票制度）,綠色收據（自僱開票制度）,,,,,"How cleaners, riders etc. often invoice"
seguranca_social,Segurança Social,vocabulario,,,az-0677,situacao-o-abono-de-familia,noun,m,o abono de família,family allowance,家庭津贴,家庭津貼,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0702,situacao-a-baixa-por-doenca,noun,f,a baixa por doença,paid sick leave,病假津贴,病假津貼,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0703,situacao-a-declaracao-de-situacao-contributiva,noun,f,a declaração de situação contributiva,statement of contributions status,供款状况声明,供款狀況聲明,,,,,Often requested for AR renewal
seguranca_social,Segurança Social,vocabulario,,,az-0704,situacao-o-comprovativo,noun,m,o comprovativo,proof / receipt (of application),申请憑证,申請憑證,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0944,situacao-a-pensao-a-reforma,noun,f,a pensão / a reforma,pension / retirement,养老金／退休,養老金／退休,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0945,situacao-o-subsidio-de-doenca,noun,m,o subsídio de doença,sickness benefit,疾病津贴,疾病津貼,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0946,situacao-a-licenca-de-maternidade-paternidade,noun,f,a licença de maternidade / paternidade,maternity / paternity leave,产假／陪产假,產假／陪產假,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0947,situacao-o-subsidio-parental,noun,m,o subsídio parental,parental benefit,育儿津贴,育兒津貼,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0948,situacao-o-abono-pre-natal,noun,m,o abono pré-natal,prenatal allowance,产前津贴,產前津貼,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0949,situacao-a-prestacao-social,noun,f,a prestação social,social benefit / welfare payment,社会福利金,社會福利金,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0950,situacao-o-escalao-de-rendimentos,noun,m,o escalão de rendimentos,income bracket,收入级距,收入級距,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0951,situacao-a-declaracao-trimestral,noun,f,a declaração trimestral,quarterly declaration (self-employed),季度申報（自雇）,季度申報（自僱）,,,,,"Due in Jan, Apr, Jul, Oct"
seguranca_social,Segurança Social,vocabulario,,,az-0952,situacao-a-taxa-contributiva,noun,f,a taxa contributiva,contribution rate,供款费率,供款費率,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0953,situacao-a-isencao-de-contribuicoes,noun,f,a isenção de contribuições,contributions exemption,供款豁免,供款豁免,,,,,First 12 months for new freelancers
seguranca_social,Segurança Social,vocabulario,,,az-0954,situacao-o-primeiro-ano-de-atividade,noun,m,o primeiro ano de atividade,first year of activity,开业第一年,開業第一年,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0955,situacao-a-divida-a-seguranca-social,noun,f,a dívida à Segurança Social,social security debt,社保欠款,社保欠款,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0956,situacao-o-plano-prestacional,noun,m,o plano prestacional,instalment plan,分期还款计划,分期還款計劃,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0957,situacao-atualizar-o-iban,,,atualizar o IBAN,to update the IBAN (for payments),更新收款账户（IBAN）,更新收款帳戶（IBAN）,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0577,,noun,m,o requerimento,application form,申请表,申請表,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0958,situacao-submeter-online,,,submeter online,to submit online,在线提交,在線提交,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0959,situacao-a-certidao-de-nascimento-do-bebe,noun,f,a certidão de nascimento do bebé,baby's birth certificate,婴儿出生证明,嬰兒出生證明,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0960,situacao-o-registo-do-nascimento,noun,m,o registo do nascimento,birth registration,出生登记,出生登記,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0961,situacao-a-morada-registada,noun,f,a morada registada,registered address,登记地址,登記地址,,,,,
seguranca_social,Segurança Social,vocabulario,,,az-0962,situacao-o-balcao-da-seguranca-social,noun,m,o balcão da Segurança Social,Social Security counter,社保局柜台,社保局櫃檯,,,,,
seguranca_social,Segurança Social,dialogo,,63,dialogo-seguranca-social-bom-dia-preciso-de-pedir-o-niss-para-comecar-a-trabalh,,,,"Bom dia, preciso de pedir o NISS para começar a trabalhar.","Good morning, I need to apply for a social security number to start working.",早上好，我需要申请社保号才能开始工作。,早上好，我需要申請社保號才能開始工作。,,,,,
seguranca_social,Segurança Social,dialogo,,64,dialogo-seguranca-social-tem-contrato-de-trabalho-ou-promessa-de-contrato,,,,Tem contrato de trabalho ou promessa de contrato?,Do you have a work contract or a contract offer?,您有劳动合同或录用意向书吗？,您有勞動合同或錄用意向書嗎？,,,,,
seguranca_social,Segurança Social,dialogo,,65,dialogo-seguranca-social-tenho-o-contrato-assinado-pela-empresa,,,,Tenho o contrato assinado pela empresa.,I have the contract signed by the company.,我有公司签好的合同。,我有公司簽好的合同。,,,,,
seguranca_social,Segurança Social,dialogo,,66,dialogo-seguranca-social-entao-junte-o-passaporte-e-o-comprovativo-de-morada-a-,,,,Então junte o passaporte e o comprovativo de morada a este formulário.,Then attach your passport and proof of address to this form.,那请把护照和住址证明附在这张表格上。,那請把護照和住址證明附在這張表格上。,,,,,
seguranca_social,Segurança Social,dialogo,,67,dialogo-seguranca-social-quanto-tempo-demora-a-atribuicao,,,,Quanto tempo demora a atribuição?,How long does it take to be issued?,多久能发下來？,多久能發下來？,,,,,
seguranca_social,Segurança Social,dialogo,,68,dialogo-seguranca-social-alguns-dias-recebe-o-niss-por-email-ou-carta-guarde-o-,,,,Alguns dias. Recebe o NISS por email ou carta. Guarde o comprovativo.,A few days. You'll receive the NISS by email or post. Keep the receipt.,几天。社保号会通过邮件或信件发给您。请保存好憑证。,幾天。社保號會通過郵件或信件發給您。請保存好憑證。,,,,,
seguranca_social,Segurança Social,dialogo,,69,dialogo-seguranca-social-depois-posso-aceder-a-seguranca-social-direta,,,,Depois posso aceder à Segurança Social Direta?,Can I then access the online portal?,之后我可以登入社保线上平台吗？,之後我可以登入社保線上平台嗎？,,,,,
seguranca_social,Segurança Social,dialogo,,70,dialogo-seguranca-social-sim-regista-se-online-com-o-niss-e-recebe-a-senha-em-c,,,,"Sim, regista-se online com o NISS e recebe a senha em casa.","Yes, you register online with your NISS and receive the password at home.",可以，用社保号在线註册，密码会寄到家里。,可以，用社保號在線註冊，密碼會寄到家裡。,,,,,
seguranca_social,Segurança Social,dialogo,,215,dialogo-seguranca-social-bom-dia-a-minha-filha-nasceu-na-semana-passada-quero-p,,,,"Bom dia, a minha filha nasceu na semana passada. Quero pedir a licença parental.","Good morning, my daughter was born last week. I want to apply for parental leave.",早上好，我女儿上周出生了。我想申请育儿假。,早上好，我女兒上週出生了。我想申請育兒假。,,,,,
seguranca_social,Segurança Social,dialogo,,216,dialogo-seguranca-social-parabens-o-nascimento-ja-esta-registado,,,,Parabéns! O nascimento já está registado?,Congratulations! Is the birth already registered?,恭喜！出生已经登记了吗？,恭喜！出生已經登記了嗎？,,,,,
seguranca_social,Segurança Social,dialogo,,217,dialogo-seguranca-social-ja-foi-registado-na-maternidade,,,,"Já, foi registado na maternidade.","Yes, it was registered at the maternity hospital.",登记了，在妇产医院办的。,登記了，在婦產醫院辦的。,,,,,
seguranca_social,Segurança Social,dialogo,,218,dialogo-seguranca-social-entao-pode-submeter-o-requerimento-na-seguranca-social,,,,Então pode submeter o requerimento na Segurança Social Direta.,Then you can submit the application on the online portal.,那您可以在社保线上平台提交申请。,那您可以在社保線上平台提交申請。,,,,,
seguranca_social,Segurança Social,dialogo,,219,dialogo-seguranca-social-quanto-tempo-de-licenca-temos,,,,Quanto tempo de licença temos?,How much leave do we get?,我们有多长的假期？,我們有多長的假期？,,,,,
seguranca_social,Segurança Social,dialogo,,220,dialogo-seguranca-social-depende-da-partilha-entre-os-pais-o-simulador-do-porta,,,,Depende da partilha entre os pais — o simulador do portal mostra as opções.,It depends on how parents share it — the portal's simulator shows the options.,取决于父母如何分配——平台的模擬器会显示各种方案。,取決於父母如何分配——平台的模擬器會顯示各種方案。,,,,,
seguranca_social,Segurança Social,dialogo,,221,dialogo-seguranca-social-sou-trabalhadora-independente-quando-entrego-a-declara,,,,Sou trabalhadora independente. Quando entrego a declaração trimestral?,I'm self-employed. When do I file the quarterly declaration?,我是自雇人士。季度申報什么时候交？,我是自僱人士。季度申報什麼時候交？,,,,,
seguranca_social,Segurança Social,dialogo,,222,dialogo-seguranca-social-em-janeiro-abril-julho-e-outubro-na-seguranca-social-d,,,,"Em janeiro, abril, julho e outubro, na Segurança Social Direta.","In January, April, July and October, on the online portal.",一月、四月、七月和十月，在社保线上平台。,一月、四月、七月和十月，在社保線上平台。,,,,,
seguranca_social,Segurança Social,dialogo,,223,dialogo-seguranca-social-comecei-a-atividade-ha-tres-meses-ja-pago-contribuicoe,,,,Comecei a atividade há três meses. Já pago contribuições?,I started my activity three months ago. Do I pay contributions already?,我三个月前开业。现在就要交供款吗？,我三個月前開業。現在就要交供款嗎？,,,,,
seguranca_social,Segurança Social,dialogo,,224,dialogo-seguranca-social-no-primeiro-ano-tem-isencao-comeca-a-pagar-depois,,,,No primeiro ano tem isenção. Começa a pagar depois.,In the first year you're exempt. You start paying afterwards.,第一年豁免。之后才开始缴納。,第一年豁免。之後才開始繳納。,,,,,
seguranca_social,Segurança Social,dialogo,,225,dialogo-seguranca-social-e-se-um-mes-nao-tiver-rendimentos,,,,E se um mês não tiver rendimentos?,And if one month I have no income?,如果某个月没有收入呢？,如果某個月沒有收入呢？,,,,,
seguranca_social,Segurança Social,dialogo,,226,dialogo-seguranca-social-declara-na-mesma-o-valor-ajusta-se-ao-que-declarar,,,,Declara na mesma — o valor ajusta-se ao que declarar.,You still declare — the amount adjusts to what you report.,照样申報——金额按您申報的收入调整。,照樣申報——金額按您申報的收入調整。,,,,,
seguranca_social,Segurança Social,cartao,,47,cartao-seguranca-social-venho-pedir-o-niss-tenho-contrato-de-trabalho,,,,Venho pedir o NISS — tenho contrato de trabalho.,I'm here to apply for a NISS — I have a work contract.,我來申请社保号——我有劳动合同。,我來申請社保號——我有勞動合同。,,,,,
seguranca_social,Segurança Social,cartao,,48,cartao-seguranca-social-trago-passaporte-e-comprovativo-de-morada,,,,Trago passaporte e comprovativo de morada.,I have my passport and proof of address.,我带了护照和住址证明。,我帶了護照和住址證明。,,,,,
seguranca_social,Segurança Social,cartao,,49,cartao-seguranca-social-preciso-de-uma-declaracao-de-situacao-contributiva,,,,Preciso de uma declaração de situação contributiva.,I need a statement of my contributions status.,我需要一份供款状况声明。,我需要一份供款狀況聲明。,,,,,
seguranca_social,Segurança Social,cartao,,50,cartao-seguranca-social-trabalho-a-recibos-verdes,,,,Trabalho a recibos verdes.,I work freelance (green receipts).,我是开綠色收据的自雇人士。,我是開綠色收據的自僱人士。,,,,,
seguranca_social,Segurança Social,cartao,,51,cartao-seguranca-social-como-peco-o-abono-de-familia,,,,Como peço o abono de família?,How do I apply for the family allowance?,家庭津贴怎么申请？,家庭津貼怎麼申請？,,,,,
seguranca_social,Segurança Social,cartao,,131,cartao-seguranca-social-quero-pedir-a-licenca-parental,,,,Quero pedir a licença parental.,I want to apply for parental leave.,我想申请育儿假。,我想申請育兒假。,,,,,
seguranca_social,Segurança Social,cartao,,132,cartao-seguranca-social-quando-entrego-a-declaracao-trimestral,,,,Quando entrego a declaração trimestral?,When do I file the quarterly declaration?,季度申報什么时候交？,季度申報什麼時候交？,,,,,
seguranca_social,Segurança Social,cartao,,133,cartao-seguranca-social-tenho-isencao-no-primeiro-ano-de-atividade,,,,Tenho isenção no primeiro ano de atividade?,Am I exempt in my first year of activity?,开业第一年可以豁免供款吗？,開業第一年可以豁免供款嗎？,,,,,
seguranca_social,Segurança Social,cartao,,134,cartao-seguranca-social-quero-atualizar-o-iban-para-os-pagamentos,,,,Quero atualizar o IBAN para os pagamentos.,I want to update my IBAN for payments.,我想更新收款的IBAN。,我想更新收款的IBAN。,,,,,
seguranca_social,Segurança Social,cartao,,135,cartao-seguranca-social-como-peco-o-abono-de-familia-para-o-meu-filho,,,,Quero pedir o abono de família para o meu filho. O que tenho de fazer?,I want to apply for family allowance for my child. What do I need to do?,我想给孩子申请家庭津贴。我需要怎么做？,我想給孩子申請家庭津貼。我需要怎麼做？,,,,,
seguranca_social,Segurança Social,cartao,useful situation example,401,cartao-seguranca_social-onde-posso-encontrar-informacoes-sobre-a-declaracao-trimestral,,,,Onde posso encontrar informações sobre a declaração trimestral?,Where can I find information about quarterly declaration (self-employed)?,我可以在哪里查到有关季度申報（自雇）的信息？,我可以在哪裡查到有關季度申報（自僱）的資訊？,,,,,
seguranca_social,Segurança Social,cartao,useful situation example,402,cartao-seguranca_social-onde-posso-encontrar-informacoes-sobre-o-registo-do-nascimento,,,,Gostaria de saber mais sobre o registo do nascimento.,I would like to know more about birth registration.,我想进一步了解出生登记。,我想進一步了解出生登記。,,,,,
seguranca_social,Segurança Social,cartao,useful situation example,403,cartao-seguranca_social-onde-posso-encontrar-informacoes-sobre-o-plano-prestacional,,,,Quem me pode orientar sobre o plano prestacional?,Who can advise me about instalment plan?,关于分期还款计划，谁可以给我指引？,關於分期還款計劃，誰可以給我指引？,,,,,
seguranca_social,Segurança Social,cartao,useful situation example,404,cartao-seguranca_social-pode-dar-me-informacoes-sobre-o-balcao-da-seguranca-social,,,,Pode dar-me informações sobre o balcão da Segurança Social?,Could you give me information about Social Security counter?,可以告诉我有关社保局柜台的信息吗？,可以告訴我有關社保局櫃檯的資訊嗎？,,,,,
seguranca_social,Segurança Social,cartao,useful situation example,405,cartao-seguranca_social-onde-posso-encontrar-informacoes-sobre-a-baixa-por-doenca,,,,Tenho uma questão relacionada com a baixa por doença.,I have a question related to paid sick leave.,我有一个与病假津贴有关的问题。,我有一個與病假津貼有關的問題。,,,,,
seguranca_social,Segurança Social,cartao,useful situation example,406,cartao-seguranca_social-pode-dar-me-informacoes-sobre-o-trabalhador-independente,,,,Consegue ajudar-me com uma dúvida sobre o trabalhador independente?,Can you help me with a question about self-employed worker?,您能帮我解答一个有关自雇人士的问题吗？,您能幫我解答一個有關自僱人士的問題嗎？,,,,,
seguranca_social,Segurança Social,cartao,useful situation example,407,cartao-seguranca_social-pode-dar-me-informacoes-sobre-a-isencao-de-contribuicoes,,,,A quem posso pedir esclarecimentos sobre a isenção de contribuições?,Who can I ask for clarification about contributions exemption?,关于供款豁免，我可以向谁咨询？,關於供款豁免，我可以向誰查詢？,,,,,
seguranca_social,Segurança Social,cartao,useful situation example,408,cartao-seguranca_social-onde-posso-encontrar-informacoes-sobre-os-descontos,,,,Pode explicar-me melhor o que preciso de saber sobre os descontos?,Could you explain what I need to know about (social security) contributions?,您能说明我需要了解社保供款（扣缴）的哪些信息吗？,您能說明我需要了解社保供款（扣繳）的哪些資訊嗎？,,,,,
seguranca_social,Segurança Social,cartao,useful situation example,409,cartao-seguranca_social-pode-dar-me-informacoes-sobre-o-abono-pre-natal,,,,Onde posso obter ajuda para questões sobre o abono pré-natal?,Where can I get help with questions about prenatal allowance?,我可以在哪里获得有关产前津贴的帮助？,我可以在哪裡獲得有關產前津貼的協助？,,,,,
seguranca_social,Segurança Social,cartao,useful situation example,410,cartao-seguranca_social-pode-dar-me-informacoes-sobre-o-comprovativo,,,,Preciso de confirmar uma informação sobre o comprovativo.,I need to confirm some information about proof / receipt (of application).,我需要确认一些有关申请憑证的信息。,我需要確認一些有關申請憑證的資訊。,,,,,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0247,m5-supermercado,noun,m,o supermercado,supermarket,超市,超級市場,Vou ao supermercado.,I am going to the supermarket.,我去超市。,我去超市。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0134,m2-ir-compras,,,ir às compras,to go shopping,去购物,去購物,Vou às compras ao sábado.,I go shopping on Saturdays.,我周六去购物。,我週六去購物。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0155,m3-mercearia,noun,f,a mercearia,grocery shop,杂货店,雜貨店,Vou à mercearia.,I am going to the grocery shop.,我去杂货店。,我去雜貨店。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0156,m3-padaria,noun,f,a padaria,bakery,面包店,麵包店,Compro pão na padaria.,I buy bread at the bakery.,我在面包店买面包。,我在麵包店買麵包。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0157,m3-talho,noun,m,o talho,butcher's,肉店,肉店,Compro carne no talho.,I buy meat at the butcher's.,我在肉店买肉。,我在肉店買肉。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0158,m3-peixaria,noun,f,a peixaria,fish shop,鱼店,魚店,Compro peixe na peixaria.,I buy fish at the fish shop.,我在鱼店买鱼。,我在魚店買魚。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0146,m3-maca,noun,f,a maçã,apple,苹果,蘋果,A maçã é melhor do que as limas.,The apple is better than the limes.,苹果比青柠更好。,蘋果比青檸更好。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0147,m3-banana,noun,f,a banana,banana,香蕉,香蕉,Compro bananas.,I buy bananas.,我买香蕉。,我買香蕉。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0148,m3-queijo,noun,m,o queijo,cheese,奶酪,起司,Quero um queijo fresco.,I want a fresh cheese.,我想要一块新鲜奶酪。,我想要一塊新鮮起司。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0149,m3-carne-vaca,noun,f,a carne de vaca,beef,牛肉,牛肉,A carne de vaca está no talho.,The beef is at the butcher's.,牛肉在肉店。,牛肉在肉店。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0150,m3-frango,noun,m,o frango,chicken,鸡肉,雞肉,Quero frango assado.,I want roast chicken.,我想要烤鸡。,我想要烤雞。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0137,m3-agua,noun,f,a água,water,水,水,Ponha água na panela.,Put water in the pot.,请把水倒进锅里。,請把水倒進鍋裡。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0138,m3-acucar,noun,m,o açúcar,sugar,糖,糖,Preciso de um pacote de açúcar.,I need a packet of sugar.,我需要一包糖。,我需要一包糖。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0139,m3-arroz,noun,m,o arroz,rice,米,白飯,Queria dois quilos de arroz.,I would like two kilos of rice.,我想要两公斤米。,我想要兩公斤米。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0140,m3-azeite,noun,m,o azeite,olive oil,橄榄油,橄欖油,Queria uma garrafa de azeite.,I would like a bottle of olive oil.,我想要一瓶橄榄油。,我想要一瓶橄欖油。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0141,m3-leite,noun,m,o leite,milk,牛奶,牛奶,Compro quatro pacotes de leite.,I buy four cartons of milk.,我买四盒牛奶。,我買四盒牛奶。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0142,m3-pao-forma,noun,m,o pão de forma,sliced bread,切片面包,切片麵包,Compro pão de forma.,I buy sliced bread.,我买切片面包。,我買切片麵包。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0143,m3-cebola,noun,f,a cebola,onion,洋葱,洋蔥,As cebolas são baratas.,The onions are cheap.,洋葱很便宜。,洋蔥很便宜。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0144,m3-alho,noun,m,o alho,garlic,蒜,蒜,Compro alhos no mercado.,I buy garlic at the market.,我在市场买大蒜。,我在市場買大蒜。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0145,m3-tomate,noun,m,o tomate,tomato,番茄,番茄,Queria duas latas de tomate pelado.,I would like two cans of peeled tomatoes.,我想要两罐去皮番茄。,我想要兩罐去皮番茄。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0165,m3-prazo-validade,noun,m,o prazo de validade,expiry date,到期日,到期日,Qual é o prazo de validade?,What is the expiry date?,有效期到什么时候？,有效期限到什麼時候？,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0161,m3-talao,noun,m,o talão,receipt,收据,收據,Aqui tem o talão.,Here is the receipt.,这是您的收据。,這是您的收據。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0162,m3-fatura,noun,f,a fatura,invoice,发票,發票,Pode dar-me uma fatura?,Can you give me an invoice?,可以给我一张发票吗？,可以給我一張發票嗎？,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0163,m3-contribuinte,noun,m,o número de contribuinte,tax number,税号,稅號,O meu número de contribuinte é 243 333 218.,My tax number is 243 333 218.,我的税号是 243 333 218。,我的稅號是 243 333 218。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0154,m3-cartao-multibanco,noun,m,o cartão multibanco,debit card,借记卡,金融卡,Posso pagar com o multibanco?,Can I pay by debit card?,我可以用借记卡付款吗？,我可以用金融卡付款嗎？,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0260,m5-troco,noun,m,o troco,change,找零,找零,Ele dá-me o troco.,He gives me the change.,他把零钱找给我。,他把零錢找給我。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0829,situacao-pesar,,,pesar,to weigh,稱重,稱重,,,,,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0830,situacao-o-peso,noun,m,o peso,weight,重量,重量,,,,,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0169,m3-caro,,,caro,expensive,昂贵的,昂貴的,Este produto é caro.,This product is expensive.,这个产品很贵。,這個產品很貴。,
supermercado_mercado,Supermercado e Mercado,vocabulario,,,az-0170,m3-barato,,,barato,cheap,便宜的,便宜的,As peras são menos caras.,The pears are less expensive.,梨比较便宜。,梨比較便宜。,
supermercado_mercado,Supermercado e Mercado,dialogo,,403,dialogo-supermercado_mercado-bom-dia-onde-encontro-o-leite-sem-lactose,,,,Bom dia. Onde encontro o leite sem lactose?,Good morning. Where can I find lactose-free milk?,早上好。无乳糖牛奶在哪里？,早晨。無乳糖牛奶在哪裡？,,,,,
supermercado_mercado,Supermercado e Mercado,dialogo,,404,dialogo-supermercado_mercado-fica-no-corredor-seis-ao-lado-dos-iogurtes,,,,"Fica no corredor seis, ao lado dos iogurtes.","It's in aisle six, next to the yoghurts.",在六号通道，酸奶旁边。,在六號通道，乳酪旁邊。,,,,,
supermercado_mercado,Supermercado e Mercado,dialogo,,405,dialogo-supermercado_mercado-e-este-tomate-e-vendido-ao-quilo,,,,E estes tomates vendem-se ao quilo?,And are these tomatoes sold by the kilo?,这些西红柿按公斤卖吗？,這些番茄按公斤賣嗎？,,,,,
supermercado_mercado,Supermercado e Mercado,dialogo,,406,dialogo-supermercado_mercado-sim-tem-de-o-pesar-antes-de-ir-para-a-caixa,,,,Sim. Tem de os pesar antes de ir para a caixa.,Yes. You need to weigh them before going to the checkout.,是的，结账前需要先称重。,是的，付款前需要先磅重。,,,,,
supermercado_mercado,Supermercado e Mercado,dialogo,,407,dialogo-supermercado_mercado-este-produto-esta-em-promocao,,,,Este produto está em promoção?,Is this product on special offer?,这个商品在促销吗？,這件商品有促銷嗎？,,,,,
supermercado_mercado,Supermercado e Mercado,dialogo,,408,dialogo-supermercado_mercado-sim-mas-so-com-o-cartao-da-loja,,,,"Sim, mas só com o cartão da loja.","Yes, but only with the store card.",是的，但仅限使用会员卡。,是的，但只限使用會員卡。,,,,,
supermercado_mercado,Supermercado e Mercado,dialogo,,409,dialogo-supermercado_mercado-queria-fatura-com-numero-de-contribuinte-por-favor,,,,"Queria fatura com NIF, por favor.","I'd like a receipt with my NIF, please.",请在发票上填写我的税号。,請在發票上填寫我的稅號。,,,,,
supermercado_mercado,Supermercado e Mercado,dialogo,,410,dialogo-supermercado_mercado-claro-pode-indicar-o-nif,,,,Claro. Pode indicar o NIF?,Of course. Can you give me the NIF?,当然，请告诉我税号。,當然，請告訴我稅號。,,,,,
supermercado_mercado,Supermercado e Mercado,dialogo,expanded real-world coverage,615,dialogo-supermercado_mercado-desculpe-esta-embalagem-esta-aberta-posso-troca-la,,,,"Desculpe, esta embalagem está aberta. Posso trocá-la?","Excuse me, this package is open. Can I exchange it?",不好意思，这个包装开了，可以换吗？,不好意思，這個包裝開了，可以換嗎？,,,,,
supermercado_mercado,Supermercado e Mercado,dialogo,expanded real-world coverage,616,dialogo-supermercado_mercado-sim-leve-a-ao-apoio-ao-cliente-com-o-talao,,,,Sim. Leve-a ao apoio ao cliente com o talão.,Yes. Take it to customer service with the receipt.,可以，请带收据到顾客服务台。,可以，請帶收據到顧客服務處。,,,,,
supermercado_mercado,Supermercado e Mercado,dialogo,expanded real-world coverage,617,dialogo-supermercado_mercado-na-peixaria-pode-arranjar-este-peixe-para-grelhar,,,,"Na peixaria, pode arranjar este peixe para grelhar?","At the fish counter, can you prepare this fish for grilling?",在鱼柜台可以帮我把这条鱼处理好用来烤吗？,在魚檔可以幫我把這條魚處理好用來燒烤嗎？,,,,,
supermercado_mercado,Supermercado e Mercado,dialogo,expanded real-world coverage,618,dialogo-supermercado_mercado-claro-quer-sem-cabeca-e-aberto-ao-meio,,,,Claro. Quer sem cabeça e aberto ao meio?,Of course. Would you like the head removed and the fish split open?,可以。要去头并从中间剖开吗？,可以。要去頭並從中間切開嗎？,,,,,
supermercado_mercado,Supermercado e Mercado,dialogo,expanded real-world coverage,619,dialogo-supermercado_mercado-sim-por-favor-e-guarde-as-espinhas-a-parte,,,,"Sim, por favor. E guarde as espinhas à parte.","Yes, please. And keep the bones separately.",好的，也请把鱼骨另外装起来。,好的，也請把魚骨另外包起來。,,,,,
supermercado_mercado,Supermercado e Mercado,dialogo,expanded real-world coverage,620,dialogo-supermercado_mercado-com-certeza-fica-pronto-dentro-de-cinco-minutos,,,,Com certeza. Fica pronto dentro de cinco minutos.,Certainly. It will be ready in five minutes.,没问题，五分钟后就好。,沒問題，五分鐘後就好。,,,,,
supermercado_mercado,Supermercado e Mercado,dialogo,expanded real-world coverage,621,dialogo-supermercado_mercado-esta-caixa-e-so-para-quem-tem-menos-de-dez-artigos,,,,Esta caixa é só para quem tem menos de dez artigos?,Is this checkout only for people with fewer than ten items?,这个收银台只供少于十件商品的顾客使用吗？,這個收銀處只供少於十件貨品的顧客使用嗎？,,,,,
