situacao,tipo,conjunto,pt,en,zh_hant,zh_hans,notas_2026
escola,cheat_sheet,,A minha filha precisa de apoio de PLNM.,My daughter needs PLNM support.,我女兒需要葡語非母語課程輔導。,我女儿需要葡语非母语课程輔导。,
escola,cheat_sheet,,Como peço a equivalência dos estudos do estrangeiro?,How do I apply for recognition of foreign studies?,如何申請國外學歷的同等認證？,如何申请國外学历的同等认证？,
escola,cheat_sheet,,Assino a autorização da visita de estudo.,I'm signing the school-trip permission slip.,我來簽校外教學同意書。,我來签校外教学同意书。,
escola,cheat_sheet,,Queria falar com o diretor de turma.,I'd like to speak with the form tutor.,我想和班主任談談。,我想和班主任谈谈。,
iefp,vocabulário,,o salário mínimo,minimum wage,最低工資,最低工资,
iefp,vocabulário,,o recibo de vencimento,payslip,工資單,工资单,
iefp,vocabulário,,o contrato a termo / sem termo,fixed-term / permanent contract,固定期限合同／無固定期限合同,固定期限合同／无固定期限合同,
iefp,vocabulário,,o período experimental,probation period,試用期,试用期,
iefp,vocabulário,,as férias pagas,paid holidays,帶薪年假,带薪年假,
iefp,vocabulário,,o subsídio de férias / de Natal,holiday / Christmas bonus (13th/14th month),假期津貼／聖誕津貼（雙糧）,假期津贴／圣诞津贴（双粮）,Legally owed — 14 payments per year is standard
iefp,vocabulário,,as horas extraordinárias,overtime,加班,加班,
iefp,vocabulário,,o despedimento,dismissal,解僱,解雇,
iefp,vocabulário,,a rescisão do contrato,contract termination,解除合同,解除合同,
iefp,vocabulário,,o pré-aviso,notice period,預先通知期,预先通知期,
iefp,vocabulário,,a indemnização / a compensação,severance / compensation,賠償金／補償金,赔偿金／补偿金,
iefp,vocabulário,,a ACT (Autoridade para as Condições do Trabalho),Labour Conditions Authority,勞動監察局（ACT）,劳动监察局（ACT）,Where to report unpaid wages or abuse
iefp,vocabulário,,apresentar queixa,to file a complaint,投訴／申訴,投诉／申诉,
iefp,vocabulário,,o sindicato,trade union,工會,工会,
iefp,vocabulário,,a agência de trabalho temporário,temp agency,勞務派遣公司,劳务派遣公司,
iefp,vocabulário,,a candidatura espontânea,unsolicited application,主動求職申請,主动求职申请,
iefp,vocabulário,,a entrevista de emprego,job interview,求職面試,求职面试,
iefp,vocabulário,,o estágio profissional,professional internship (IEFP measure),職業實習（IEFP項目）,职业实习（IEFP项目）,
iefp,vocabulário,,o curso de português para estrangeiros,Portuguese course for foreigners,對外葡語課程,对外葡语课程,Free via IEFP/schools — ask to enrol
iefp,vocabulário,,o certificado de formação,training certificate,培訓證書,培训证书,
iefp,script,diálogo 2,"Bom dia, o meu patrão não me pagou o último mês.","Good morning, my boss didn't pay me last month's wages.",早上好，老闆沒付我上個月的工資。,早上好，老板没付我上个月的工资。,
iefp,script,diálogo 2,Tem contrato de trabalho e recibos de vencimento?,Do you have a work contract and payslips?,您有勞動合同和工資單嗎？,您有劳动合同和工资单吗？,
iefp,script,diálogo 2,"Tenho contrato, mas nunca recebi recibos.","I have a contract, but I never received payslips.",有合同，但從沒拿到過工資單。,有合同，但从没拿到过工资单。,
iefp,script,diálogo 2,Isso é irregular. Pode apresentar queixa na ACT.,That's irregular. You can file a complaint with the ACT.,這不合規。您可以向勞動監察局投訴。,这不合规。您可以向劳动监察局投诉。,
iefp,script,diálogo 2,A queixa é anónima? Tenho medo de perder o emprego.,Is the complaint anonymous? I'm afraid of losing my job.,投訴是匿名的嗎？我怕丟了工作。,投诉是匿名的吗？我怕丟了工作。,
iefp,script,diálogo 2,Pode pedir confidencialidade. E o despedimento por queixa é ilegal.,You can request confidentiality. And dismissal for complaining is illegal.,可以要求保密。而且因投訴而解僱是違法的。,可以要求保密。而且因投诉而解雇是违法的。,
iefp,script,diálogo 3,Queria inscrever-me num curso de formação.,I'd like to enrol in a training course.,我想報名參加培訓課程。,我想報名參加培训课程。,
iefp,script,diálogo 3,"Há vagas em restauração, limpeza industrial e português para estrangeiros.","There are places in catering, industrial cleaning and Portuguese for foreigners.",餐飲、工業清潔和對外葡語課程都有名額。,餐饮、工业清洁和对外葡语课程都有名额。,
iefp,script,diálogo 3,O curso de português é pago?,Is the Portuguese course paid?,葡語課程收費嗎？,葡语课程收费吗？,
iefp,script,diálogo 3,"É gratuito, e pode dar acesso a uma bolsa de formação.","It's free, and may include a training allowance.",免費，還可能有培訓補貼。,免费，还可能有培训补贴。,
iefp,script,diálogo 3,Que horário tem? Trabalho durante o dia.,What's the schedule? I work during the day.,上課時間是什麼？我白天要上班。,上课时间是什么？我白天要上班。,
iefp,script,diálogo 3,"Há turmas pós-laborais, à noite.","There are after-work classes, in the evening.",有晚間的下班後班次。,有晚间的下班后班次。,
iefp,cheat_sheet,,Qual é o salário mínimo atual?,What's the current minimum wage?,現在的最低工資是多少？,现在的最低工资是多少？,
iefp,cheat_sheet,,Tenho direito a subsídio de férias e de Natal.,I'm entitled to holiday and Christmas bonuses.,我有權領取假期津貼和聖誕津貼。,我有权领取假期津贴和圣诞津贴。,
iefp,cheat_sheet,,O contrato é a termo ou sem termo?,Is the contract fixed-term or permanent?,合同是固定期限還是無固定期限？,合同是固定期限还是无固定期限？,
iefp,cheat_sheet,,Quero apresentar queixa na ACT.,I want to file a complaint with the ACT.,我要向勞動監察局投訴。,我要向劳动监察局投诉。,
iefp,cheat_sheet,,Quero inscrever-me no curso de português.,I want to enrol in the Portuguese course.,我想報名葡語課程。,我想報名葡语课程。,
seguranca_social,vocabulário,,a pensão / a reforma,pension / retirement,養老金／退休,养老金／退休,
seguranca_social,vocabulário,,o subsídio de doença,sickness benefit,疾病津貼,疾病津贴,
seguranca_social,vocabulário,,a licença de maternidade / paternidade,maternity / paternity leave,產假／陪產假,产假／陪产假,
seguranca_social,vocabulário,,o subsídio parental,parental benefit,育兒津貼,育儿津贴,
seguranca_social,vocabulário,,o abono pré-natal,prenatal allowance,產前津貼,产前津贴,
seguranca_social,vocabulário,,a prestação social,social benefit / welfare payment,社會福利金,社会福利金,
seguranca_social,vocabulário,,o escalão de rendimentos,income bracket,收入級距,收入级距,
seguranca_social,vocabulário,,a declaração trimestral,quarterly declaration (self-employed),季度申報（自僱）,季度申報（自雇）,"Due in Jan, Apr, Jul, Oct"
seguranca_social,vocabulário,,a taxa contributiva,contribution rate,供款費率,供款费率,
seguranca_social,vocabulário,,a isenção de contribuições,contributions exemption,供款豁免,供款豁免,First 12 months for new freelancers
seguranca_social,vocabulário,,o primeiro ano de atividade,first year of activity,開業第一年,开业第一年,
seguranca_social,vocabulário,,a dívida à Segurança Social,social security debt,社保欠款,社保欠款,
seguranca_social,vocabulário,,o plano prestacional,instalment plan,分期還款計劃,分期还款计划,
seguranca_social,vocabulário,,atualizar o IBAN,to update the IBAN (for payments),更新收款帳戶（IBAN）,更新收款账户（IBAN）,
seguranca_social,vocabulário,,o requerimento,application form,申請表,申请表,
seguranca_social,vocabulário,,submeter online,to submit online,在線提交,在线提交,
seguranca_social,vocabulário,,a certidão de nascimento do bebé,baby's birth certificate,嬰兒出生證明,婴儿出生证明,
seguranca_social,vocabulário,,o registo do nascimento,birth registration,出生登記,出生登记,
seguranca_social,vocabulário,,a morada registada,registered address,登記地址,登记地址,
seguranca_social,vocabulário,,o balcão da Segurança Social,Social Security counter,社保局櫃檯,社保局柜台,
seguranca_social,script,diálogo 2,"Bom dia, a minha filha nasceu na semana passada. Quero pedir a licença parental.","Good morning, my daughter was born last week. I want to apply for parental leave.",早上好，我女兒上週出生了。我想申請育兒假。,早上好，我女儿上周出生了。我想申请育儿假。,
seguranca_social,script,diálogo 2,Parabéns! O nascimento já está registado?,Congratulations! Is the birth already registered?,恭喜！出生已經登記了嗎？,恭喜！出生已经登记了吗？,
seguranca_social,script,diálogo 2,"Já, foi registado na maternidade.","Yes, it was registered at the maternity hospital.",登記了，在婦產醫院辦的。,登记了，在妇产医院办的。,
seguranca_social,script,diálogo 2,Então pode submeter o requerimento na Segurança Social Direta.,Then you can submit the application on the online portal.,那您可以在社保線上平台提交申請。,那您可以在社保线上平台提交申请。,
seguranca_social,script,diálogo 2,Quanto tempo de licença temos?,How much leave do we get?,我們有多長的假期？,我们有多长的假期？,
seguranca_social,script,diálogo 2,Depende da partilha entre os pais — o simulador do portal mostra as opções.,It depends on how parents share it — the portal's simulator shows the options.,取決於父母如何分配——平台的模擬器會顯示各種方案。,取决于父母如何分配——平台的模擬器会显示各种方案。,
seguranca_social,script,diálogo 3,Sou trabalhadora independente. Quando entrego a declaração trimestral?,I'm self-employed. When do I file the quarterly declaration?,我是自僱人士。季度申報什麼時候交？,我是自雇人士。季度申報什么时候交？,
seguranca_social,script,diálogo 3,"Em janeiro, abril, julho e outubro, na Segurança Social Direta.","In January, April, July and October, on the online portal.",一月、四月、七月和十月，在社保線上平台。,一月、四月、七月和十月，在社保线上平台。,
seguranca_social,script,diálogo 3,Comecei a atividade há três meses. Já pago contribuições?,I started my activity three months ago. Do I pay contributions already?,我三個月前開業。現在就要交供款嗎？,我三个月前开业。现在就要交供款吗？,
seguranca_social,script,diálogo 3,No primeiro ano tem isenção. Começa a pagar depois.,In the first year you're exempt. You start paying afterwards.,第一年豁免。之後才開始繳納。,第一年豁免。之后才开始缴納。,
seguranca_social,script,diálogo 3,E se um mês não tiver rendimentos?,And if one month I have no income?,如果某個月沒有收入呢？,如果某个月没有收入呢？,
seguranca_social,script,diálogo 3,Declara na mesma — o valor ajusta-se ao que declarar.,You still declare — the amount adjusts to what you report.,照樣申報——金額按您申報的收入調整。,照样申報——金额按您申報的收入调整。,
seguranca_social,cheat_sheet,,Quero pedir a licença parental.,I want to apply for parental leave.,我想申請育兒假。,我想申请育儿假。,
seguranca_social,cheat_sheet,,Quando entrego a declaração trimestral?,When do I file the quarterly declaration?,季度申報什麼時候交？,季度申報什么时候交？,
seguranca_social,cheat_sheet,,Tenho isenção no primeiro ano de atividade?,Am I exempt in my first year of activity?,開業第一年可以豁免供款嗎？,开业第一年可以豁免供款吗？,
seguranca_social,cheat_sheet,,Quero atualizar o IBAN para os pagamentos.,I want to update my IBAN for payments.,我想更新收款的IBAN。,我想更新收款的IBAN。,
seguranca_social,cheat_sheet,,Como peço o abono de família para o meu filho?,How do I apply for family allowance for my child?,怎麼給孩子申請家庭津貼？,怎么给孩子申请家庭津贴？,
arrendamento,vocabulário,,o anúncio,listing / advert,租房廣告,租房广告,
arrendamento,vocabulário,,a imobiliária,real estate agency,房產中介公司,房产中介公司,
arrendamento,vocabulário,,o agente imobiliário,real estate agent,房產中介,房产中介,
arrendamento,vocabulário,,o quarto individual / duplo,single / double room,單人房／雙人房,单人房／双人房,
arrendamento,vocabulário,,o aquecimento,heating,暖氣,暖气,
arrendamento,vocabulário,,o esquentador,gas water heater,燃氣熱水器,燃气热水器,Very common in PT flats; learn this word
arrendamento,vocabulário,,a caldeira,boiler,鍋爐,锅炉,
arrendamento,vocabulário,,o eletrodoméstico,household appliance,家用電器,家用电器,
arrendamento,vocabulário,,a máquina de lavar roupa / loiça,washing machine / dishwasher,洗衣機／洗碗機,洗衣机／洗碗机,
arrendamento,vocabulário,,avariado/a,broken / out of order,壞了／故障,坏了／故障,
arrendamento,vocabulário,,a reparação / o arranjo,repair,維修,维修,
arrendamento,vocabulário,,a humidade,damp,潮濕,潮湿,Chronic issue in Portuguese housing
arrendamento,vocabulário,,o bolor / o mofo,mould,霉菌,霉菌,
arrendamento,vocabulário,,a renda em atraso,overdue rent,拖欠租金,拖欠租金,
arrendamento,vocabulário,,o aumento da renda,rent increase,租金上漲,租金上涨,
arrendamento,vocabulário,,a vistoria / o inventário,inspection / inventory,驗房／物品清單,验房／物品清单,
arrendamento,vocabulário,,entregar as chaves,to hand over the keys,交還鑰匙,交还钥匙,
arrendamento,vocabulário,,a denúncia do contrato,termination notice (of tenancy),解約通知,解约通知,
arrendamento,vocabulário,,a devolução da caução,return of the deposit,退還押金,退还押金,
arrendamento,vocabulário,,o colega de casa,flatmate,室友,室友,
arrendamento,script,diálogo 2,"Boa tarde, o esquentador está avariado. Não temos água quente.","Good afternoon, the water heater is broken. We have no hot water.",下午好，熱水器壞了。我們沒有熱水。,下午好，热水器坏了。我们没有热水。,
arrendamento,script,diálogo 2,Desde quando?,Since when?,從什麼時候開始的？,从什么时候开始的？,
arrendamento,script,diálogo 2,"Desde ontem. E também há bolor no quarto, na parede da janela.","Since yesterday. And there's also mould in the bedroom, on the window wall.",從昨天開始。另外臥室窗邊牆上還有霉菌。,从昨天开始。另外臥室窗边墙上还有霉菌。,
arrendamento,script,diálogo 2,Vou mandar lá o técnico esta semana.,I'll send the technician this week.,我這週安排技師過去。,我这周安排技師过去。,
arrendamento,script,diálogo 2,"A reparação é por conta do senhorio, certo?","The repair is at the landlord's expense, right?",維修費由房東承擔，對吧？,维修费由房东承担，对吧？,
arrendamento,script,diálogo 2,"Sim, avarias do equipamento são responsabilidade minha.","Yes, equipment failures are my responsibility.",對，設備故障由我負責。,对，设備故障由我负责。,
arrendamento,script,diálogo 3,Queria avisar que vou sair da casa no fim do contrato.,I'd like to give notice that I'm leaving at the end of the contract.,我想通知您，合同到期後我要退租。,我想通知您，合同到期后我要退租。,
arrendamento,script,diálogo 3,Está bem. Tem de enviar a denúncia por carta registada.,Alright. You must send the termination notice by registered letter.,好的。您需要用掛號信寄解約通知。,好的。您需要用挂号信寄解约通知。,
arrendamento,script,diálogo 3,Com quanto tempo de antecedência?,With how much notice?,要提前多久？,要提前多久？,
arrendamento,script,diálogo 3,Depende da duração do contrato — verifique a cláusula.,It depends on the contract length — check the clause.,取決於合同期限——請查看相關條款。,取决于合同期限——请查看相关条款。,
arrendamento,script,diálogo 3,E a caução? Quando é devolvida?,And the deposit? When is it returned?,那押金什麼時候退？,那押金什么时候退？,
arrendamento,script,diálogo 3,"Depois da vistoria, se a casa estiver como no inventário.","After the inspection, if the flat matches the inventory.",驗房之後，如果房子和物品清單一致就退。,验房之后，如果房子和物品清单一致就退。,
arrendamento,cheat_sheet,,O esquentador está avariado — pode mandar arranjar?,The water heater is broken — can you have it repaired?,熱水器壞了——可以安排維修嗎？,热水器坏了——可以安排维修吗？,
arrendamento,cheat_sheet,,Há humidade e bolor no quarto.,There's damp and mould in the bedroom.,臥室裡有潮濕和霉菌。,臥室里有潮湿和霉菌。,
arrendamento,cheat_sheet,,A reparação é por conta do senhorio.,The repair is at the landlord's expense.,維修費由房東承擔。,维修费由房东承担。,
arrendamento,cheat_sheet,,Quando é devolvida a caução?,When is the deposit returned?,押金什麼時候退還？,押金什么时候退还？,
arrendamento,cheat_sheet,,Envio a denúncia por carta registada.,I'll send the termination notice by registered letter.,我會用掛號信寄解約通知。,我会用挂号信寄解约通知。,
transportes,vocabulário,,o passe mensal,monthly pass,月票,月票,
transportes,vocabulário,,o carregamento,top-up,充值,充值,
transportes,vocabulário,,o comboio urbano / regional / intercidades,suburban / regional / intercity train,市郊火車／區域火車／城際火車,市郊火车／区域火车／城际火车,
transportes,vocabulário,,a plataforma / a linha,platform / track,月台／站台,月台／站台,
transportes,vocabulário,,o sentido,direction,方向,方向,
transportes,vocabulário,,o transbordo / a correspondência,transfer / connection,換乘,换乘,
transportes,vocabulário,,a hora de ponta,rush hour,高峰時段,高峰时段,
transportes,vocabulário,,o título de transporte,valid ticket / travel document,有效車票,有效车票,
transportes,vocabulário,,viajar sem título,to travel without a valid ticket,無票乘車,无票乘车,Fines are many times the fare
transportes,vocabulário,,a tarifa reduzida / o desconto,reduced fare / discount,優惠票價／折扣,优惠票价／折扣,
transportes,vocabulário,,pedir paragem,to request the stop,按鈴下車,按鈴下车,Press the button or the bus won't stop
transportes,vocabulário,,"o TVDE (Uber, Bolt…)","ride-hailing (Uber, Bolt…)",網約車,网约车,
transportes,vocabulário,,o táxi,taxi,出租車,出租车,
transportes,vocabulário,,a estação de metro mais próxima,the nearest metro station,最近的地鐵站,最近的地铁站,
transportes,vocabulário,,a última / a primeira circulação,last / first service of the day,末班車／首班車,末班车／首班车,
transportes,vocabulário,,em atraso / suprimido,delayed / cancelled,晚點／取消,晚点／取消,
transportes,vocabulário,,a greve,strike,罷工,罢工,Check for transport strikes before travelling
transportes,vocabulário,,o lugar reservado,reserved seat,預留座位,预留座位,
transportes,vocabulário,,o bilhete de bordo,ticket bought on board,車上購票,车上购票,
transportes,vocabulário,,a app do operador,the operator's app,運營商應用程式,运營商应用程式,
transportes,script,diálogo 2,"Desculpe, de que linha parte o comboio para o Porto?","Excuse me, which platform does the Porto train leave from?",請問去波爾圖的火車從哪個站台出發？,请问去波爾图的火车从哪个站台出发？,
transportes,script,diálogo 2,Da linha 5. Mas está com dez minutos de atraso.,From platform 5. But it's ten minutes delayed.,5號站台。不過晚點十分鐘。,5号站台。不过晚点十分钟。,
transportes,script,diálogo 2,Tenho de fazer transbordo?,Do I need to change trains?,我需要換乘嗎？,我需要换乘吗？,
transportes,script,diálogo 2,"Não, este é direto. Tem lugar reservado?","No, this one is direct. Do you have a reserved seat?",不用，這班是直達。您有預留座位嗎？,不用，这班是直达。您有预留座位吗？,
transportes,script,diálogo 2,"Tenho, carruagem 3, lugar 42.","Yes, carriage 3, seat 42.",有，3號車廂42座。,有，3号车廂42座。,
transportes,script,diálogo 3,"Boa tarde, os títulos de transporte, por favor.","Good afternoon, tickets please.",下午好，請出示車票。,下午好，请出示车票。,
transportes,script,diálogo 3,Aqui está o meu passe.,Here's my pass.,這是我的月票。,这是我的月票。,
transportes,script,diálogo 3,Este passe não foi validado ao entrar.,This pass wasn't validated when you boarded.,這張卡上車時沒有打卡。,这张卡上车时没有打卡。,
transportes,script,diálogo 3,"Desculpe, não sabia que era preciso validar sempre.","Sorry, I didn't know I had to validate every time.",抱歉，我不知道每次都要打卡。,抱歉，我不知道每次都要打卡。,
transportes,script,diálogo 3,"Fica o aviso desta vez. Valide sempre, mesmo com passe mensal.","I'll let you off with a warning this time. Always validate, even with a monthly pass.",這次先警告。即使有月票也要每次打卡。,这次先警告。即使有月票也要每次打卡。,
transportes,cheat_sheet,,De que linha parte o comboio para…?,Which platform does the train to … leave from?,去……的火車從哪個站台出發？,去……的火车从哪个站台出发？,
transportes,cheat_sheet,,Tenho de fazer transbordo?,Do I need to transfer?,我需要換乘嗎？,我需要换乘吗？,
transportes,cheat_sheet,,Aqui está o meu passe — está validado.,Here's my pass — it's validated.,這是我的月票——已經打過卡了。,这是我的月票——已经打过卡了。,
transportes,cheat_sheet,,A que horas é a última circulação?,What time is the last service?,末班車是幾點？,末班车是几点？,
transportes,cheat_sheet,,Há greve hoje?,Is there a strike today?,今天有罷工嗎？,今天有罢工吗？,
trabalho_hotelaria,vocabulário,,a empregada de andares,room attendant / housekeeper,客房服務員,客房服务员,"The PT job title (not 'camareira', which is Brazilian)"
trabalho_hotelaria,vocabulário,,o rececionista,receptionist,前台接待員,前台接待员,
trabalho_hotelaria,vocabulário,,a reserva,reservation,預訂,预订,
trabalho_hotelaria,vocabulário,,o quarto duplo / individual / twin,double / single / twin room,大床房／單人房／雙床房,大床房／单人房／双床房,
trabalho_hotelaria,vocabulário,,a cama extra / o berço,extra bed / cot,加床／嬰兒床,加床／婴儿床,
trabalho_hotelaria,vocabulário,,o serviço de quartos,room service,客房送餐服務,客房送餐服务,
trabalho_hotelaria,vocabulário,,o cofre,safe,保險箱,保险箱,
trabalho_hotelaria,vocabulário,,o ar condicionado,air conditioning,空調,空调,
trabalho_hotelaria,vocabulário,,a reclamação,complaint,投訴,投诉,
trabalho_hotelaria,vocabulário,,reportar uma avaria,to report a fault,報修,報修,
trabalho_hotelaria,vocabulário,,a manutenção,maintenance,維修部,维修部,
trabalho_hotelaria,vocabulário,,o minibar / repor o minibar,minibar / to restock the minibar,迷你吧／補迷你吧,迷你吧／补迷你吧,
trabalho_hotelaria,vocabulário,,os amenities / os produtos de higiene,toiletries,客用洗漱用品,客用洗漱用品,
trabalho_hotelaria,vocabulário,,o letreiro «não incomodar»,'do not disturb' sign,「請勿打擾」牌,「请勿打擾」牌,
trabalho_hotelaria,vocabulário,,o late check-out,late check-out,延遲退房,延迟退房,
trabalho_hotelaria,vocabulário,,guardar a bagagem,to store luggage,寄存行李,寄存行李,
trabalho_hotelaria,vocabulário,,o elevador de serviço,service lift,員工電梯,员工电梯,
trabalho_hotelaria,vocabulário,,a rouparia,linen room,布草房,布草房,
trabalho_hotelaria,vocabulário,,o piso / o andar,floor,樓層,楼层,
trabalho_hotelaria,vocabulário,,a folha de tarefas,task sheet,工作任務單,工作任务单,
trabalho_hotelaria,script,diálogo 2,"Receção? Fala a Ana, do terceiro piso. O ar condicionado do 305 está avariado.","Reception? This is Ana, third floor. The AC in 305 is broken.",前台嗎？我是三樓的Ana。305房的空調壞了。,前台吗？我是三楼的Ana。305房的空调坏了。,
trabalho_hotelaria,script,diálogo 2,O hóspede está no quarto?,Is the guest in the room?,住客在房間嗎？,住客在房间吗？,
trabalho_hotelaria,script,diálogo 2,"Não, saiu agora. Deixou também uma reclamação sobre o barulho.","No, they just left. They also left a complaint about noise.",不在，剛出去。他們還投訴了噪音問題。,不在，刚出去。他们还投诉了噪音问题。,
trabalho_hotelaria,script,diálogo 2,Vou chamar a manutenção e registar a reclamação.,I'll call maintenance and log the complaint.,我叫維修部，並登記這個投訴。,我叫维修部，并登记这个投诉。,
trabalho_hotelaria,script,diálogo 2,Aviso quando o quarto estiver pronto.,I'll let you know when the room is ready.,房間弄好我通知你。,房间弄好我通知你。,
trabalho_hotelaria,script,diálogo 3,"Boa tarde, tenho uma reserva em nome de Chen.","Good afternoon, I have a reservation under Chen.",下午好，我有預訂，名字是Chen。,下午好，我有预订，名字是Chen。,
trabalho_hotelaria,script,diálogo 3,"Bem-vindo! Um quarto duplo, três noites, certo?","Welcome! A double room, three nights, correct?",歡迎！大床房三晚，對嗎？,欢迎！大床房三晚，对吗？,
trabalho_hotelaria,script,diálogo 3,Certo. É possível ter um berço para o bebé?,Correct. Is it possible to have a cot for the baby?,對。可以加一張嬰兒床嗎？,对。可以加一张婴儿床吗？,
trabalho_hotelaria,script,diálogo 3,"Com certeza, colocamos já no quarto.","Of course, we'll put one in the room right away.",當然，馬上給您放到房間。,当然，马上给您放到房间。,
trabalho_hotelaria,script,diálogo 3,E podemos fazer late check-out no domingo?,And can we have a late check-out on Sunday?,週日可以延遲退房嗎？,周日可以延迟退房吗？,
trabalho_hotelaria,script,diálogo 3,"Até às 14h, sem custo, conforme a disponibilidade.","Until 2 pm, free of charge, subject to availability.",視空房情況，可免費延至下午兩點。,视空房情况，可免费延至下午两点。,
trabalho_hotelaria,cheat_sheet,,O hóspede do [n.º] pediu um berço / uma cama extra.,The guest in [room] asked for a cot / extra bed.,[房號]的住客要一張嬰兒床／加床。,[房号]的住客要一张婴儿床／加床。,
trabalho_hotelaria,cheat_sheet,,O ar condicionado do [n.º] está avariado — chamo a manutenção.,The AC in [room] is broken — I'll call maintenance.,[房號]的空調壞了——我叫維修部。,[房号]的空调坏了——我叫维修部。,
trabalho_hotelaria,cheat_sheet,,Posso guardar a sua bagagem.,I can store your luggage.,我可以幫您寄存行李。,我可以帮您寄存行李。,
trabalho_hotelaria,cheat_sheet,,O check-out é até ao meio-dia.,Check-out is by noon.,退房時間是中午十二點前。,退房时间是中午十二点前。,
trabalho_hotelaria,cheat_sheet,,Falta roupa lavada na rouparia.,We're out of clean linen in the linen room.,布草房的乾淨布草不夠了。,布草房的干净布草不够了。,
trabalho_restauracao,vocabulário,,a reserva,reservation,訂位,订位,
trabalho_restauracao,vocabulário,,o couvert,"couvert (bread/olives, charged)",餐前小食（收費）,餐前小食（收费）,Charged if touched — a PT peculiarity to explain to tourists
trabalho_restauracao,vocabulário,,a entrada,starter,前菜,前菜,
trabalho_restauracao,vocabulário,,o prato principal,main course,主菜,主菜,
trabalho_restauracao,vocabulário,,a sobremesa,dessert,甜品,甜品,
trabalho_restauracao,vocabulário,,a dose / a meia dose,full / half portion,整份／半份,整份／半份,PT portion system — meia dose feeds one
trabalho_restauracao,vocabulário,,para partilhar,to share,分享（合吃）,分享（合吃）,
trabalho_restauracao,vocabulário,,a imperial / o fino,draught beer (Lisbon / Porto term),生啤（里斯本叫imperial，波爾圖叫fino）,生啤（里斯本叫imperial，波爾图叫fino）,
trabalho_restauracao,vocabulário,,mal passado / no ponto / bem passado,rare / medium / well done,三分熟／五分熟／全熟,三分熟／五分熟／全熟,
trabalho_restauracao,vocabulário,,vegetariano / sem glúten,vegetarian / gluten-free,素食／無麩質,素食／无麩质,
trabalho_restauracao,vocabulário,,a alergia alimentar,food allergy,食物過敏,食物过敏,
trabalho_restauracao,vocabulário,,a máquina (de pagamento),card machine,刷卡機,刷卡机,
trabalho_restauracao,vocabulário,,pagar em dinheiro / com cartão,to pay cash / by card,現金支付／刷卡,现金支付／刷卡,
trabalho_restauracao,vocabulário,,o troco,change,找零,找零,
trabalho_restauracao,vocabulário,,pagar em separado / junto,to pay separately / together,分開付／一起付,分开付／一起付,
trabalho_restauracao,vocabulário,,o chefe de sala,head waiter,領班,领班,
trabalho_restauracao,vocabulário,,o turno partido,split shift,兩頭班（分段班）,两头班（分段班）,Lunch + dinner service with a break between
trabalho_restauracao,vocabulário,,pôr / levantar a mesa,to set / clear the table,擺桌／收桌,摆桌／收桌,
trabalho_restauracao,vocabulário,,o cliente habitual,regular customer,熟客,熟客,
trabalho_restauracao,vocabulário,,a esplanada cheia,full terrace,露天座位已滿,露天座位已满,
trabalho_restauracao,script,diálogo 2,Boa noite! Alguma alergia alimentar?,Good evening! Any food allergies?,晚上好！有食物過敏嗎？,晚上好！有食物过敏吗？,
trabalho_restauracao,script,diálogo 2,"Sim, sou alérgica a marisco.","Yes, I'm allergic to shellfish.",有，我對海鮮過敏。,有，我对海鲜过敏。,
trabalho_restauracao,script,diálogo 2,Anotado. Como deseja o bife?,Noted. How would you like the steak?,記下了。牛排要幾分熟？,记下了。牛排要几分熟？,
trabalho_restauracao,script,diálogo 2,No ponto. Uma dose chega para dois?,Medium. Is one portion enough for two?,五分熟。一份夠兩個人吃嗎？,五分熟。一份够两个人吃吗？,
trabalho_restauracao,script,diálogo 2,Chega bem — as doses são generosas. Ou pedem meia dose cada.,Plenty — portions are generous. Or order a half portion each.,足夠——份量很大。也可以各點半份。,足够——份量很大。也可以各点半份。,
trabalho_restauracao,script,diálogo 2,Então uma dose para partilhar. E duas imperiais.,Then one portion to share. And two draught beers.,那就一份合吃。再來兩杯生啤。,那就一份合吃。再來两杯生啤。,
trabalho_restauracao,script,diálogo 3,"A conta, por favor. Pode ser em separado?","The bill, please. Can we pay separately?",結賬，麻煩您。可以分開付嗎？,结账，麻煩您。可以分开付吗？,
trabalho_restauracao,script,diálogo 3,Com certeza. Cartão ou dinheiro?,Of course. Card or cash?,當然。刷卡還是現金？,当然。刷卡还是现金？,
trabalho_restauracao,script,diálogo 3,Eu pago com cartão; ela em dinheiro.,I'll pay by card; she'll pay cash.,我刷卡；她付現金。,我刷卡；她付现金。,
trabalho_restauracao,script,diálogo 3,Aqui está a máquina. Quer fatura com contribuinte?,Here's the card machine. Would you like the receipt with your tax number?,這是刷卡機。要開帶稅號的發票嗎？,这是刷卡机。要开带税号的发票吗？,
trabalho_restauracao,script,diálogo 3,"Sim, por favor: 2-4-5…","Yes, please: 2-4-5…",要，麻煩您：2-4-5……,要，麻煩您：2-4-5……,
trabalho_restauracao,script,diálogo 3,Feito. Obrigado e boa noite!,Done. Thank you and good night!,好了。謝謝，晚安！,好了。谢谢，晚安！,
trabalho_restauracao,cheat_sheet,,Desejam o couvert?,Would you like the couvert?,需要餐前小食嗎？（收費）,需要餐前小食吗？（收费）,
